('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         793932 function calls (769947 primitive calls) in 9.208 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       41    0.000    0.000    0.000    0.000 response.py:1133(_update_chunk_length)
        2    0.000    0.000    0.038    0.019 models.py:1(<module>)
      3/2    0.000    0.000    1.262    0.631 sessions.py:159(resolve_redirects)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
      320    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
       53    0.000    0.000    0.001    0.000 parser.py:122(set_cdata_mode)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:3296(_check_generic)
      169    0.000    0.000    0.000    0.000 typing_extensions.py:3411(_is_unpacked_typevartuple)
      197    0.000    0.000    0.001    0.000 typing.py:515(<genexpr>)
       52    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
      270    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
       49    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
      169    0.000    0.000    0.000    0.000 typing_extensions.py:165(_should_collect_from_parameters)
        2    0.000    0.000    0.001    0.000 connection.py:369(request)
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        2    0.000    0.000    0.898    0.449 client.py:278(_read_status)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
      246    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        3    0.000    0.000    0.339    0.113 exceptions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
        2    0.000    0.000    0.080    0.040 client.py:224(parse_headers)
      145    0.000    0.000    0.000    0.000 os.py:698(__iter__)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       46    0.000    0.000    0.001    0.000 abc.py:105(__new__)
       79    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       54    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        2    0.000    0.000    1.408    0.704 connectionpool.py:377(_make_request)
        5    0.000    0.000    0.002    0.000 feedparser.py:101(push)
      148    0.000    0.000    0.000    0.000 os.py:759(decode)
        1    0.000    0.000    0.428    0.428 connection.py:669(connect)
        2    0.000    0.000    0.008    0.004 utils.py:204(get_netrc_auth)
       23    0.000    0.000    0.001    0.000 _collections_abc.py:821(get)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:529(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 zipfile.py:1110(_ZipWriteFile)
        1    0.000    0.000    0.040    0.040 ssl_.py:1(<module>)
       10    0.000    0.000    0.001    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      163    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       20    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
        3    0.000    0.000    0.001    0.000 url.py:367(parse_url)
       34    0.000    0.000    0.000    0.000 ipaddress.py:2223(__init__)
       63    0.000    0.000    0.001    0.000 typing.py:664(__init__)
      123    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
    83/61    0.000    0.000    0.004    0.000 typing.py:401(__getitem__)
       24    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
      295    0.000    0.000    0.000    0.000 enum.py:801(value)
       13    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:816(SpooledTemporaryFile)
        1    0.000    0.000    0.285    0.285 sessions.py:1(<module>)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1199(_parse_octet)
       56    0.000    0.000    0.003    0.000 css_parser.py:1106(<listcomp>)
        1    0.000    0.000    0.091    0.091 connection.py:846(_ssl_wrap_socket_and_match_hostname)
      145    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
      210    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
        5    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
  136/118    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       60    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1488(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1596(_BaseV6)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
    69/49    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
       10    0.000    0.000    0.004    0.000 enum.py:536(_convert_)
        1    0.000    0.000    0.337    0.337 connection.py:27(create_connection)
       43    0.000    0.000    0.400    0.009 models.py:816(generate)
       20    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
        2    0.000    0.000    0.001    0.001 adapters.py:359(build_response)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:680(__hash__)
       50    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
       49    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
      173    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        6    0.000    0.000    0.001    0.000 cookies.py:124(extract_cookies_to_jar)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.016    0.016 url.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
      404    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       43    0.000    0.000    0.400    0.009 response.py:1044(stream)
      134    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
       24    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.006    0.006 shutil.py:1(<module>)
        1    0.000    0.000    0.014    0.014 pathlib.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 probe.py:6(_HTTP2ProbeCache)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1908(__init__)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
       20    0.000    0.000    0.000    0.000 parse.py:168(hostname)
        2    0.000    0.000    0.001    0.001 adapters.py:446(get_connection_with_tls_context)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        6    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
       22    0.000    0.000    0.000    0.000 parse.py:209(_hostinfo)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
       54    0.000    0.000    0.000    0.000 re.py:269(escape)
       54    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
      110    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.199    0.199 __init__.py:209(__init__)
        2    0.000    0.000    0.363    0.182 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:669(__eq__)
        2    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
       14    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        3    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        4    0.000    0.000    0.014    0.003 filter.py:163(find_all)
        1    0.000    0.000    0.257    0.257 socket.py:938(getaddrinfo)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        1    0.000    0.000    0.026    0.026 filepost.py:1(<module>)
        1    0.000    0.000    0.008    0.008 cookiejar.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.008    0.008 zipfile.py:1(<module>)
       40    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.001    0.001 sessions.py:390(__init__)
      199    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.048    0.048 cd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
        3    0.000    0.000    0.001    0.000 utils.py:765(should_bypass_proxies)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.012    0.012 ntpath.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:590(__new__)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       87    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        2    0.000    0.000    0.000    0.000 socket.py:768(close)
        4    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        1    0.000    0.000    0.006    0.006 _htmlparser.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _lxml.py:1(<module>)
        2    0.000    0.000    0.014    0.007 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
      136    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       32    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.029    0.029 css_match.py:1(<module>)
        1    0.000    0.000    0.004    0.004 parse.py:1(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       24    0.000    0.000    0.000    0.000 os.py:755(encode)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:714(__init_subclass__)
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       39    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       10    0.000    0.000    0.000    0.000 connection.py:355(putheader)
       71    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f17dc39e3b0}
       20    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        7    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
      191    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       32    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        6    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.337    0.337 connection.py:192(_new_conn)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(vals_sorted_by_key)
        9    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    1.830    1.830 api.py:62(get)
        1    0.000    0.000    0.215    0.215 _request_methods.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _html5lib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
       16    0.000    0.000    0.039    0.002 css_parser.py:306(__init__)
        1    0.000    0.000    0.104    0.104 formatter.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
       25    0.000    0.000    0.000    0.000 _collections_abc.py:909(__iter__)
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:454(__setattr__)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.012    0.012 css_types.py:1(<module>)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
        2    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
      142    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:614(options)
        1    0.000    0.000    0.267    0.267 compat.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 response.py:864(_raw_read)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1873(_split_scope_id)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1616(_make_netmask)
      107    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
        4    0.000    0.000    0.014    0.004 element.py:1079(_find_all)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.033    0.033 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
        1    0.000    0.000    0.043    0.043 client.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1128(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
       13    0.000    0.000    0.000    0.000 threading.py:90(RLock)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        2    0.000    0.000    0.000    0.000 ssl.py:1255(sendall)
        7    0.000    0.000    0.002    0.000 typing.py:2247(_make_nmtuple)
       17    0.000    0.000    0.060    0.004 <frozen importlib._bootstrap_external>:164(_path_isdir)
        4    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
      9/7    0.000    0.000    0.025    0.004 <frozen importlib._bootstrap_external>:1174(create_module)
        2    0.000    0.000    0.027    0.013 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        5    0.000    0.000    0.402    0.080 models.py:890(content)
        2    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    1.830    1.830 api.py:14(request)
        8    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       56    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        1    0.000    0.000    0.010    0.010 sessions.py:457(prepare_request)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.002    0.002 socks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        7    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
       20    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
        4    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2280(_signature_from_function)
        1    0.000    0.000    0.237    0.237 css.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
      106    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        6    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
       42    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
       16    0.000    0.000    0.016    0.001 css_parser.py:1149(process_selectors)
        2    0.000    0.000    0.002    0.001 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Lookup)
        1    0.000    0.000    0.141    0.141 _base_connection.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        1    0.000    0.000    0.010    0.010 mimetypes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
       20    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 response.py:916(read)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
      113    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
       20    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:828(__contains__)
        2    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
       34    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
        6    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        2    0.000    0.000    0.000    0.000 socket.py:679(__init__)
        1    0.000    0.000    0.089    0.089 ssl.py:1364(do_handshake)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.012    0.012 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:248(__init__)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:442(_SpecialGenericAlias)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:733(runtime_checkable)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
       12    0.000    0.000    0.000    0.000 queue.py:254(_get)
       25    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       26    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        9    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
    47/16    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1079(get_resource_reader)
        7    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        8    0.000    0.000    0.000    0.000 filter.py:224(__init__)
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        1    0.000    0.000    0.000    0.000 readers.py:49(MultiplexedPath)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1231(deepvalues)
        5    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        9    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
       10    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.002    0.002 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
      128    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
       56    0.000    0.000    0.000    0.000 parse.py:112(_noop)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:256(get)
       10    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        2    0.000    0.000    0.000    0.000 parse.py:930(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 client.py:968(send)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      139    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.090    0.090 ssl.py:507(wrap_socket)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        1    0.000    0.000    0.000    0.000 client.py:838(__init__)
       22    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        8    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
       18    0.000    0.000    0.000    0.000 util.py:19(to_str)
       45    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        2    0.000    0.000    0.001    0.000 poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2375(_signature_from_callable)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        3    0.000    0.000    0.000    0.000 url.py:324(<listcomp>)
        1    0.000    0.000    0.041    0.041 css_parser.py:428(CSSParser)
        3    0.000    0.000    0.000    0.000 typing.py:302(decorator)
        6    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
        4    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      113    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        9    0.000    0.000    0.000    0.000 typing_extensions.py:606(__init__)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:450(read)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:439(SAXTreeBuilder)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
